elo,games,remakes,playing_time,kills,deaths,assists,gold,pentakills,wards,minions,damage,champion_1,champion_2,champion_3
Silver II,6,0,2.8,20,37,64,51.6k,0,98,484,72.7k,Vayne,Lee Sin,Riven
Unranked,9,0,4.7,58,59,66,104.0k,0,85,1.4k,235.9k,Jhin,Miss Fortune,Brand
Silver I,0,0,0.0,0,0,0,0,0,0,0,0,Elise,Fiddlesticks,Aatrox
Unranked,2,0,1.1,13,11,15,23.5k,0,27,252,45.1k,Irelia,Heimerdinger,Yorick
Silver III,7,0,3.6,30,29,76,71.9k,0,53,896,79.4k,Amumu,Vayne,Jinx
Unranked,0,0,0.0,0,0,0,0,0,0,0,0,Vi,Jinx,Blitzcrank
Silver I,3,0,1.4,2,13,41,23.7k,0,65,18,26.4k,Gnar,Thresh,Azir
Silver IV,10,0,5.2,65,43,65,115.9k,0,114,1.8k,196.5k,Ahri,Nami,Brand
Unranked,1,0,22.9,1,9,12,5.9k,0,7,11,8.5k,Sona,"VelKoz",Malphite
Unranked,0,0,0.0,0,0,0,0,0,0,0,0,Malzahar,Teemo,Braum
Silver II,0,0,0.0,0,0,0,0,0,0,0,0,Jhin,Jinx,Miss Fortune
Silver III,0,0,0.0,0,0,0,0,0,0,0,0,Brand,Volibear,Amumu
Silver III,52,0,1.1,340,374,321,588.9k,1,424,8.3k,986.6k,Vladimir,Fiora,Morgana
Silver II,5,0,2.3,8,32,74,39.7k,0,138,59,43.8k,Thresh,Braum,Jinx
Unranked,0,0,0.0,0,0,0,0,0,0,0,0,Ezreal,Caitlyn,Twitch
Silver IV,2,0,55.7,5,16,9,15.7k,0,14,235,22.5k,Lee Sin,Vayne,Draven
Silver II,0,0,0.0,0,0,0,0,0,0,0,0,"VelKoz",Morgana,Thresh
Silver I,0,0,0.0,0,0,0,0,0,0,0,0,Ekko,Fizz,Ryze
Unranked,28,0,15.0,101,173,312,276.2k,0,463,2.0k,421.7k,Vayne,Orianna,Zyra
Unranked,0,0,0.0,0,0,0,0,0,0,0,0,Tristana,Vayne,Irelia
Unranked,28,0,12.9,188,177,205,294.9k,0,204,3.8k,482.3k,Lissandra,Twisted Fate,Malphite
Silver III,1,0,27.9,14,3,9,14.7k,0,9,181,22.3k,Yasuo,Vayne,Kayn
Silver III,0,0,0.0,0,0,0,0,0,0,0,0,Sona,Yasuo,Soraka
Silver IV,0,0,0.0,0,0,0,0,0,0,0,0,Teemo,Sona,Lulu
Silver IV,0,0,0.0,0,0,0,0,0,0,0,0,Sona,Malzahar,Swain
Unranked,0,0,0.0,0,0,0,0,0,0,0,0,Yasuo,Thresh,Lucian
Silver III,29,0,13.7,196,153,219,309.4k,0,178,4.0k,598.4k,Annie,Evelynn,Swain
Silver III,100,1,2.1,550,863,594,1.2m,0,547,18.3k,2.3m,Swain,Yorick,Brand
Silver II,85,2,1.8,349,471,772,780.9k,0,1.2k,6.9k,1.2m,Morgana,Ahri,Leona
Silver II,1,0,21.8,10,8,2,7.4k,0,8,33,7.5k,Irelia,Thresh,Ahri
Gold III,62,1,1.3,447,397,483,752.4k,0,583,10.8k,1.2m,Caitlyn,Vayne,Jhin
Unranked,0,0,0.0,0,0,0,0,0,0,0,0,Kennen,Twitch,Heimerdinger
Silver IV,0,0,0.0,0,0,0,0,0,0,0,0,Kayle,Varus,Lux
Bronze II,0,0,0.0,0,0,0,0,0,0,0,0,Lucian,Annie,Sivir
Silver I,0,0,0.0,0,0,0,0,0,0,0,0,Lucian,Ezreal,Twitch
Silver II,44,2,1.0,399,222,454,569.7k,0,514,7.5k,1.4m,Xerath,Tristana,Master Yi
Unranked,0,0,0.0,0,0,0,0,0,0,0,0,Aatrox,Ahri,Akali
Silver III,2,0,1.2,0,16,31,17.3k,0,51,51,15.5k,Morgana,"VelKoz",Janna
Unranked,0,0,0.0,0,0,0,0,0,0,0,0,Miss Fortune,Zed,Syndra
Unranked,207,3,4.2,1.2k,1.1k,1.7k,2.3m,0,1.5k,29.5k,2.8m,Shaco,"KhaZix",Rammus
Unranked,0,0,0.0,0,0,0,0,0,0,0,0,Ezreal,Caitlyn,Orianna
Silver III,128,5,2.6,763,771,1.0k,1.3m,0,1.2k,13.7k,1.9m,Leona,Pantheon,Kayn
Silver II,3,1,1.7,39,18,14,45.2k,0,33,587,88.2k,"KhaZix",Rengar,Zed
Unranked,24,0,11.4,143,103,154,278.2k,0,152,4.5k,387.7k,Caitlyn,Thresh,Vayne
Silver I,0,0,0.0,0,0,0,0,0,0,0,0,Nami,Shyvana,Karma
Silver I,0,0,0.0,0,0,0,0,0,0,0,0,Yasuo,Fiora,Alistar
Platinum IV,4,0,2.0,26,17,26,43.8k,0,38,687,93.8k,Riven,Gangplank,Lucian
Unranked,6,0,3.1,26,68,29,61.5k,0,65,949,82.4k,Blitzcrank,Thresh,Tristana
Silver I,0,0,0.0,0,0,0,0,0,0,0,0,Garen,"VelKoz",Volibear
Silver I,0,0,0.0,0,0,0,0,0,0,0,0,Kayn,"KhaZix",Malphite
Silver II,0,0,0.0,0,0,0,0,0,0,0,0,Draven,Xayah,Jinx
Silver II,7,0,3.2,30,28,50,73.5k,0,54,1.1k,85.9k,Renekton,Nami,Leona
Unranked,0,0,0.0,0,0,0,0,0,0,0,0,Darius,Master Yi,Lucian
Silver II,0,0,0.0,0,0,0,0,0,0,0,0,Lulu,Thresh,Janna
Silver II,0,0,0.0,0,0,0,0,0,0,0,0,Lee Sin,Jarvan IV,Leona
Silver III,3,0,1.2,12,13,16,25.7k,0,35,328,20.4k,Thresh,"KhaZix",Blitzcrank
Unranked,0,0,0.0,0,0,0,0,0,0,0,0,Talon,Vayne,Diana
Silver III,26,0,13.3,194,152,132,302.8k,0,180,4.1k,542.2k,Katarina,Ahri,Diana
Unranked,0,0,0.0,0,0,0,0,0,0,0,0,Amumu,Teemo,Shaco
Silver III,0,0,0.0,0,0,0,0,0,0,0,0,Xayah,Kayn,Ziggs
Silver I,3,0,1.6,16,18,22,36.5k,0,30,551,70.5k,Ezreal,Udyr,Lucian
Silver IV,37,0,19.1,284,184,271,477.0k,0,184,6.3k,610.3k,Hecarim,Tryndamere,Jax
Silver II,9,0,4.7,69,58,71,111.5k,0,70,1.4k,128.0k,Rengar,Veigar,Nasus
Silver IV,103,5,2.2,716,605,732,1.2m,0,773,15.2k,1.5m,Warwick,Jax,Garen
Unranked,0,0,0.0,0,0,0,0,0,0,0,0,Caitlyn,Sivir,Ashe
Unranked,0,0,0.0,0,0,0,0,0,0,0,0,Thresh,Ahri,Bard
Gold IV,11,2,5.3,81,64,44,127.3k,1,120,1.9k,165.2k,Zed,Ahri,Katarina
Gold III,2,0,45.9,4,10,5,13.9k,0,24,174,11.9k,Shaco,Shen,Lee Sin
Gold I,0,0,0.0,0,0,0,0,0,0,0,0,Shaco,Thresh,"VelKoz"
Gold IV,89,2,1.9,506,405,1.0k,969.0k,0,353,10.9k,1.3m,Swain,Rammus,Jax
Gold II,28,1,13.7,190,141,246,302.9k,0,286,4.0k,493.7k,Vayne,Pyke,Zoe
Gold IV,290,7,6.3,1.5k,1.0k,2.7k,3.1m,0,4.5k,35.5k,5.6m,Zyra,Gragas,Nidalee
Gold IV,43,0,21.7,386,265,390,530.9k,0,308,6.8k,1.1m,Singed,Shaco,Karthus
Unranked,0,0,0.0,0,0,0,0,0,0,0,0,Yasuo,Zed,Kayn
Gold II,6,0,2.7,28,29,59,59.9k,0,79,822,78.5k,Zed,Yasuo,Lee Sin
Unranked,0,0,0.0,0,0,0,0,0,0,0,0,Nidalee,Yasuo,Irelia
Gold IV,0,0,0.0,0,0,0,0,0,0,0,0,Brand,Warwick,Ziggs
Gold III,0,0,0.0,0,0,0,0,0,0,0,0,Teemo,Shaco,Jax
Unranked,0,0,0.0,0,0,0,0,0,0,0,0,Teemo,Jax,Garen
Gold IV,83,4,1.7,562,471,481,983.5k,0,544,14.8k,1.6m,Ezreal,Corki,Lucian
Bronze II,9,0,4.6,50,79,115,94.1k,0,128,302,173.0k,Teemo,Master Yi,Ashe
Unranked,0,0,0.0,0,0,0,0,0,0,0,0,Teemo,Swain,Master Yi
Gold III,25,3,12.5,128,138,234,254.1k,0,278,2.7k,304.7k,Braum,Urgot,Shyvana
Unranked,21,0,9.6,83,112,126,210.9k,0,179,3.3k,293.9k,Tryndamere,Teemo,Shyvana
Unranked,0,0,0.0,0,0,0,0,0,0,0,0,Talon,Garen,Nautilus
Gold III,1,0,29.6,8,3,8,12.9k,0,10,223,26.8k,LeBlanc,Azir,Ezreal
Gold I,3,0,1.1,9,14,8,25.4k,0,13,448,44.1k,Fizz,Lucian,Ezreal
Gold III,3,0,1.1,0,15,18,13.5k,0,36,7,12.6k,Sona,Lux,Pyke
Gold II,0,0,0.0,0,0,0,0,0,0,0,0,Thresh,Braum,Lucian
Unranked,0,0,0.0,0,0,0,0,0,0,0,0,Caitlyn,Sion,Miss Fortune
Gold III,0,0,0.0,0,0,0,0,0,0,0,0,Twisted Fate,Vladimir,Yasuo
Gold II,0,0,0.0,0,0,0,0,0,0,0,0,Rammus,Lulu,Udyr
Gold III,67,1,1.4,524,443,562,755.7k,0,743,8.2k,1.5m,Lux,Rengar,Riven
Gold III,6,0,3.3,46,35,47,67.0k,0,118,304,71.7k,Akali,Kayn,Zyra
Bronze I,3,0,1.6,7,13,36,35.0k,0,68,292,54.2k,Udyr,Nasus,Miss Fortune
Gold IV,4,0,2.4,29,24,40,49.7k,0,48,671,103.9k,Yasuo,Zed,Lee Sin
Gold II,6,0,3.1,22,48,69,59.2k,0,144,330,106.5k,Thresh,Blitzcrank,Sejuani
Gold III,1,0,45.3,13,10,15,18.0k,0,7,194,47.1k,Kayn,"KaiSa",Kindred
Gold IV,19,0,9.3,45,97,177,166.6k,0,270,1.6k,211.2k,Gnar,Ahri,Volibear
Gold IV,0,0,0.0,0,0,0,0,0,0,0,0,Katarina,Ahri,Kayn
Unranked,1,0,40.0,14,13,12,16.8k,0,12,189,43.3k,Jhin,Zed,Ashe
Gold IV,0,0,0.0,0,0,0,0,0,0,0,0,Thresh,"KaiSa",Shen
Gold I,2,1,53.6,7,10,9,19.8k,0,19,380,35.3k,Gangplank,Talon,Vi
Unranked,19,1,9.7,164,165,134,226.4k,0,202,2.5k,437.7k,Zed,Fizz,Darius
Unranked,36,0,17.4,340,234,300,469.8k,2,298,6.4k,896.1k,Jinx,Vayne,Lucian
Gold III,0,0,0.0,0,0,0,0,0,0,0,0,Shaco,Ekko,Tryndamere
Unranked,0,0,0.0,0,0,0,0,0,0,0,0,Aatrox,Ahri,Akali
Silver I,0,0,0.0,0,0,0,0,0,0,0,0,Aatrox,Ahri,Akali
Unranked,1,0,33.6,0,7,13,7.8k,0,24,55,4.0k,Aatrox,Ahri,Akali
Gold II,0,0,0.0,0,0,0,0,0,0,0,0,Garen,Yasuo,Taric
Gold IV,3,0,1.3,19,21,18,31.2k,0,28,362,37.0k,Ashe,Lux,Soraka
Silver I,17,0,8.3,65,86,85,184.2k,0,63,2.9k,255.4k,Dr. Mundo,Blitzcrank,Miss Fortune
Gold IV,0,0,0.0,0,0,0,0,0,0,0,0,Thresh,Bard,Nautilus
Gold III,16,0,7.7,88,92,118,161.8k,0,147,2.2k,232.7k,Miss Fortune,Darius,Vi
Silver II,10,0,5.4,100,59,56,121.7k,0,98,1.4k,195.1k,Twitch,Vayne,Gragas
Gold III,148,3,3.1,977,759,946,1.8m,0,1.4k,27.1k,3.0m,Kassadin,Udyr,Twitch
Gold II,4,0,2.1,21,23,21,44.4k,0,50,756,79.9k,Gangplank,Jayce,Thresh
Gold IV,0,0,0.0,0,0,0,0,0,0,0,0,Sejuani,Lulu,Bard
Gold IV,38,1,17.6,197,227,283,391.2k,0,346,5.2k,608.1k,Zed,Katarina,"KhaZix"
Gold III,7,0,3.6,29,30,79,80.7k,0,90,1.1k,109.8k,Soraka,Ashe,Lucian
Gold I,19,1,9.7,57,101,233,169.9k,0,326,1.3k,206.1k,"VelKoz",Blitzcrank,Ahri
Unranked,0,0,0.0,0,0,0,0,0,0,0,0,Ekko,Tahm Kench,Yasuo
Gold II,9,0,4.4,28,58,90,86.9k,0,87,1.1k,83.4k,Riven,Leona,Lee Sin
Gold III,63,0,1.3,311,304,611,669.2k,0,522,8.8k,977.6k,"ChoGath",Warwick,Malphite
Gold II,0,0,0.0,0,0,0,0,0,0,0,0,Draven,Vayne,Soraka
Unranked,0,0,0.0,0,0,0,0,0,0,0,0,Olaf,Lucian,Lee Sin
Gold II,3,0,1.6,9,14,54,29.1k,0,96,199,35.3k,Poppy,Bard,Rumble
Unranked,22,0,10.8,98,118,194,230.7k,0,190,3.3k,326.0k,Miss Fortune,Jinx,Ashe
Gold II,43,2,21.3,313,302,339,531.5k,0,572,7.0k,1.1m,Karma,Anivia,Fiora
Gold III,224,5,4.6,951,1.5k,1.9k,2.2m,0,3.0k,23.7k,3.2m,Morgana,Vi,Caitlyn
Gold IV,24,0,12.3,146,164,180,260.0k,0,158,3.4k,423.8k,Yasuo,Garen,Thresh
Unranked,55,0,1.1,244,374,356,536.3k,1,682,5.4k,859.8k,Lux,Neeko,Soraka
Gold IV,2,0,49.0,18,10,15,21.8k,0,12,283,29.7k,Yasuo,Vayne,Xin Zhao
Gold III,0,0,0.0,0,0,0,0,0,0,0,0,Renekton,Vayne,Skarner
Gold IV,1,0,33.3,4,7,10,10.8k,0,8,179,19.1k,Lee Sin,Azir,Jhin
Gold IV,6,0,2.7,30,38,24,57.0k,0,66,825,100.6k,Fizz,Katarina,Yasuo
Unranked,0,0,0.0,0,0,0,0,0,0,0,0,Karma,Thresh,Poppy
Gold III,8,0,3.9,76,35,59,102.2k,0,62,1.2k,145.3k,Lee Sin,Master Yi,Yasuo
Silver I,0,0,0.0,0,0,0,0,0,0,0,0,Malzahar,Kayle,Skarner
Unranked,25,0,11.5,23,140,318,180.1k,0,400,236,150.0k,Caitlyn,Twitch,Swain
Gold II,0,0,0.0,0,0,0,0,0,0,0,0,Bard,Zed,Thresh
Gold III,5,0,2.8,11,25,60,52.2k,0,57,770,47.5k,Vayne,Teemo,Singed
Gold I,0,0,0.0,0,0,0,0,0,0,0,0,Lucian,Garen,Illaoi
Gold III,0,0,0.0,0,0,0,0,0,0,0,0,Rumble,Elise,Tahm Kench
Gold II,5,0,2.1,27,23,23,46.8k,0,38,744,71.4k,Yasuo,Ahri,Zed
Gold IV,387,13,8.2,3.1k,3.7k,1.8k,4.8m,2,2.6k,65.5k,8.5m,Darius,Kayn,Jinx
Gold IV,0,0,0.0,0,0,0,0,0,0,0,0,Yasuo,Sejuani,LeBlanc
Gold II,1,0,27.8,7,2,7,12.2k,0,9,166,18.3k,Yasuo,Thresh,Lee Sin
Gold IV,1,0,25.6,1,9,8,7.6k,0,7,112,7.5k,Udyr,Kindred,Wukong
Gold I,0,0,0.0,0,0,0,0,0,0,0,0,Katarina,Vayne,Yasuo
Gold III,0,0,0.0,0,0,0,0,0,0,0,0,Lee Sin,Shaco,Jhin
Unranked,0,0,0.0,0,0,0,0,0,0,0,0,Pyke,Brand,Gnar
Gold III,2,0,54.8,26,8,15,27.7k,0,15,359,49.5k,Zed,Kalista,Ezreal
Unranked,0,0,0.0,0,0,0,0,0,0,0,0,Teemo,Caitlyn,Sona
Gold II,11,0,5.6,50,50,113,119.9k,0,111,1.8k,202.2k,Ashe,Morgana,Yasuo
Unranked,0,0,0.0,0,0,0,0,0,0,0,0,Lux,Jinx,Ezreal
Gold I,48,1,1.1,356,222,431,597.7k,0,816,9.0k,1.1m,Ahri,Diana,Thresh
Gold III,59,2,1.2,432,354,485,674.7k,1,520,9.3k,1.2m,Jinx,Miss Fortune,Lucian
Gold II,2,0,52.4,7,12,10,17.7k,0,19,245,21.2k,Vayne,Lucian,Ezreal
Gold IV,1,0,29.0,1,3,12,8.3k,0,16,30,13.3k,Zilean,Teemo,Karma
Unranked,0,0,0.0,0,0,0,0,0,0,0,0,Sejuani,Maokai,Shyvana
Gold I,11,0,5.1,69,86,57,110.0k,0,74,1.5k,171.6k,Zed,Vayne,Elise
Gold II,0,0,0.0,0,0,0,0,0,0,0,0,Rumble,Viktor,Kassadin
Gold III,0,0,0.0,0,0,0,0,0,0,0,0,Aatrox,Ahri,Akali
Gold IV,35,1,18.0,132,190,421,379.9k,0,629,4.3k,408.2k,Taric,Jinx,Miss Fortune
Gold I,0,0,0.0,0,0,0,0,0,0,0,0,Kindred,Yasuo,Katarina
Unranked,1,1,27.7,2,6,5,10.0k,0,12,184,11.0k,Kennen,Garen,Leona
Gold II,2,0,57.0,18,13,20,22.0k,0,18,230,31.6k,Shaco,Kindred,Lee Sin
Unranked,2,0,1.0,6,17,15,19.2k,0,16,252,23.8k,Rammus,Garen,Nasus
Gold IV,3,0,1.8,37,30,19,46.2k,0,25,583,111.3k,Viktor,Gangplank,Nocturne
Gold II,9,0,3.7,46,37,47,85.4k,0,67,1.3k,124.4k,Nasus,Yorick,Miss Fortune
Gold II,3,0,1.3,9,11,26,26.7k,0,40,293,34.5k,Irelia,Katarina,Zed
Bronze I,2,0,48.9,30,5,14,27.9k,0,12,301,45.7k,Sivir,Kindred,Hecarim
Unranked,0,0,0.0,0,0,0,0,0,0,0,0,Heimerdinger,Soraka,Tryndamere
Gold III,17,2,7.7,26,65,126,136.9k,0,156,2.0k,87.4k,Shyvana,Udyr,Janna
Unranked,35,1,17.9,435,277,209,515.5k,0,243,6.8k,1.1m,Blitzcrank,Yasuo,"KhaZix"
Gold II,8,0,4.0,30,52,89,81.7k,0,63,1.2k,121.3k,Evelynn,Morgana,Blitzcrank
Unranked,2,0,45.6,7,8,10,17.0k,0,17,286,14.3k,Yorick,Rengar,Teemo
Gold I,0,0,0.0,0,0,0,0,0,0,0,0,Darius,Teemo,Braum
Silver I,45,3,21.6,125,420,592,422.7k,0,1.2k,2.1k,711.6k,Bard,Morgana,Ziggs
Gold I,6,0,3.0,10,21,54,52.6k,0,63,711,77.4k,Zilean,Amumu,Cassiopeia
Gold II,0,0,0.0,0,0,0,0,0,0,0,0,Katarina,Yasuo,Thresh
Gold IV,24,0,12.4,126,135,242,279.6k,0,316,3.2k,558.8k,Darius,Yasuo,Graves
Gold IV,0,0,0.0,0,0,0,0,0,0,0,0,Viktor,Veigar,Malzahar
Gold III,0,0,0.0,0,0,0,0,0,0,0,0,Gangplank,Aatrox,Ahri
Gold II,92,4,2.0,532,608,889,980.3k,0,873,10.9k,1.8m,Miss Fortune,Rammus,Sion
Gold II,133,6,2.8,597,947,1.2k,1.4m,0,2.1k,15.2k,1.9m,Singed,Trundle,Darius
Gold IV,0,0,0.0,0,0,0,0,0,0,0,0,Janna,Ahri,Jinx
Gold IV,1,0,27.3,5,5,9,9.9k,0,7,106,13.7k,Nami,Lulu,Janna
Gold III,0,0,0.0,0,0,0,0,0,0,0,0,Vayne,Jinx,Lucian
Gold III,3,0,1.4,26,13,24,35.8k,0,26,501,74.3k,Riven,"KhaZix",Rengar
Gold II,29,1,14.7,48,204,419,253.7k,0,688,961,241.9k,Janna,Soraka,Nami
Unranked,0,0,0.0,0,0,0,0,0,0,0,0,Xerath,Ashe,"RekSai"
Unranked,2,0,1.1,15,13,17,23.1k,0,14,329,44.0k,Taliyah,Janna,Soraka
Gold IV,3,0,1.3,23,19,22,33.0k,0,22,459,50.9k,Janna,Leona,Akali
Unranked,0,0,0.0,0,0,0,0,0,0,0,0,Yasuo,Thresh,Vayne
Gold III,141,4,2.9,737,853,961,1.6m,0,1.4k,22.5k,2.4m,Udyr,Braum,Yorick
Silver II,8,0,3.4,68,37,54,94.3k,0,51,1.4k,219.8k,Brand,Teemo,Kayn
Gold III,43,2,21.7,289,255,232,504.2k,0,526,7.6k,750.4k,Yasuo,Master Yi,Zed
Gold II,44,0,21.6,228,260,389,469.7k,1,476,6.1k,691.1k,Nautilus,Thresh,Alistar
Gold II,50,4,1.0,280,304,451,565.5k,0,412,7.7k,916.9k,Draven,Jinx,Jhin
Gold I,112,3,2.3,614,784,847,1.3m,0,928,17.7k,2.1m,Gangplank,Mordekaiser,Kled
Gold IV,9,0,4.2,35,33,57,99.9k,0,90,1.6k,135.4k,Gragas,Sion,Ezreal
Unranked,8,1,3.5,24,40,61,64.4k,0,145,253,106.3k,Blitzcrank,Thresh,Jhin
Unranked,1,0,24.5,8,9,7,10.6k,0,6,148,24.4k,Katarina,Taliyah,Jinx
Gold IV,4,0,1.9,38,32,19,44.1k,0,33,514,75.5k,Udyr,Tryndamere,Darius
Gold III,1,0,31.0,2,7,7,9.7k,0,10,171,10.6k,Thresh,Soraka,Ashe
Gold I,4,0,1.7,23,11,31,40.7k,0,38,496,42.8k,Thresh,Lee Sin,Draven
Gold IV,7,0,3.2,37,27,48,75.4k,0,63,1.1k,83.4k,Blitzcrank,Nasus,Garen
Platinum IV,8,0,3.6,53,54,49,84.3k,0,68,1.2k,135.8k,Vayne,Zed,Rengar
Gold III,359,4,7.4,1.7k,1.8k,4.0k,3.7m,1,7.5k,35.5k,5.1m,Yasuo,Azir,Ekko
Gold III,86,3,1.7,427,433,691,906.8k,2,1.2k,11.6k,1.3m,Vayne,Yasuo,Kalista
Gold II,0,0,0.0,0,0,0,0,0,0,0,0,Singed,Fizz,Master Yi
Gold IV,5,0,2.2,16,18,37,41.0k,0,74,469,36.6k,Ivern,Thresh,Twisted Fate
Gold II,6,0,3.1,20,27,60,59.2k,0,115,653,88.5k,Janna,Soraka,Ahri
Gold I,0,0,0.0,0,0,0,0,0,0,0,0,Ahri,Kled,Heimerdinger
Gold I,22,0,11.0,70,138,215,211.2k,0,278,2.2k,299.3k,Teemo,Rumble,"ChoGath"
Unranked,5,0,2.8,26,35,47,61.7k,0,64,903,89.9k,Vayne,Yasuo,Riven
Gold IV,50,0,1.0,384,282,286,666.3k,0,486,9.9k,1.1m,Annie,Lee Sin,Vayne
Gold III,59,1,1.2,288,242,380,676.5k,0,502,9.8k,665.9k,Garen,Udyr,Tryndamere
Gold IV,1,0,39.3,2,9,9,12.9k,0,5,203,16.7k,Thresh,Kennen,Nami
Gold III,6,1,3.3,13,55,70,53.9k,0,119,256,61.9k,Brand,Soraka,Wukong
Gold I,6,0,2.9,26,36,47,60.2k,0,94,716,94.8k,Thresh,Twisted Fate,Talon
Gold IV,1,0,25.1,2,6,3,6.8k,0,3,95,10.0k,LeBlanc,Ahri,Gragas
Gold I,2,0,1.1,2,13,28,18.9k,0,49,48,28.7k,Miss Fortune,Gangplank,Janna
Gold II,0,0,0.0,0,0,0,0,0,0,0,0,Talon,Morgana,Jarvan IV
Gold III,16,1,7.9,95,96,106,174.8k,1,139,2.5k,254.2k,Lucian,Kalista,Thresh
Gold IV,81,1,1.7,552,575,623,925.7k,0,746,11.4k,1.6m,Ekko,Zed,Blitzcrank
Gold III,2,0,59.6,8,15,7,18.6k,0,23,233,36.8k,Viktor,Tristana,Wukong
Gold II,1,0,35.5,2,12,5,11.3k,0,10,187,12.9k,Singed,Nasus,Gangplank
Unranked,0,0,0.0,0,0,0,0,0,0,0,0,Thresh,Viktor,Alistar
Unranked,0,0,0.0,0,0,0,0,0,0,0,0,Draven,Yasuo,Syndra
Gold IV,0,0,0.0,0,0,0,0,0,0,0,0,Darius,"VelKoz",Nasus
Gold II,35,0,18.3,208,233,228,408.3k,0,208,5.6k,695.5k,Thresh,Shaco,Olaf
Unranked,0,0,0.0,0,0,0,0,0,0,0,0,Aatrox,Darius,Lucian
Gold IV,33,2,16.8,181,194,271,354.7k,0,386,4.1k,519.4k,Garen,Jax,Nasus
Unranked,5,1,2.6,46,25,54,63.5k,0,55,811,137.5k,Anivia,Braum,"VelKoz"
Gold III,0,0,0.0,0,0,0,0,0,0,0,0,Irelia,Thresh,Lucian
Gold I,35,2,17.8,205,156,286,407.8k,0,264,6.8k,856.8k,Aurelion Sol,Kindred,Twisted Fate
Gold I,5,0,2.0,16,25,15,41.2k,0,31,778,53.9k,Tristana,Viktor,Gnar
Gold IV,3,0,1.5,5,20,29,26.9k,0,19,358,31.0k,Lee Sin,Vayne,Orianna
Gold I,14,0,7.0,115,95,99,173.3k,0,111,2.4k,286.6k,Irelia,Twitch,Renekton
Unranked,9,0,4.5,32,35,124,91.3k,0,103,925,112.7k,Riven,Ekko,Ahri
Unranked,0,0,0.0,0,0,0,0,0,0,0,0,Pantheon,Tahm Kench,Dr. Mundo
Unranked,21,1,10.2,149,111,132,258.6k,0,153,4.0k,406.5k,Rengar,Orianna,Renekton
Gold I,23,0,11.3,159,174,216,255.8k,0,314,3.1k,406.0k,Yasuo,"VelKoz",Ahri
Gold IV,1,0,22.7,3,4,9,8.4k,0,6,141,10.1k,Irelia,Riven,Kayle
Gold IV,15,1,7.3,116,74,83,180.4k,0,135,2.8k,253.3k,Yasuo,Blitzcrank,Jhin
Unranked,1,0,26.0,2,3,14,9.1k,0,7,133,14.5k,Tryndamere,Jax,Thresh
Unranked,0,0,0.0,0,0,0,0,0,0,0,0,Karma,Corki,Ahri
Gold IV,1,0,28.7,3,7,4,9.6k,0,5,171,16.4k,Renekton,Fiora,Camille
Gold I,70,0,1.4,527,442,500,866.9k,0,565,12.7k,1.5m,Jhin,Lux,Caitlyn
Gold I,0,0,0.0,0,0,0,0,0,0,0,0,Jhin,Rakan,Pyke
Gold IV,0,0,0.0,0,0,0,0,0,0,0,0,Lee Sin,Viktor,Irelia
Gold III,8,0,3.5,24,43,68,72.4k,0,68,872,111.5k,Udyr,Elise,Vayne
Gold IV,12,0,6.0,83,92,88,140.4k,0,99,1.8k,203.8k,Ezreal,Riven,Lucian
Gold II,0,0,0.0,0,0,0,0,0,0,0,0,Jinx,Caitlyn,Jhin
Gold II,6,0,3.1,48,35,34,82.8k,0,89,1.2k,125.7k,Lucian,Kayle,Tristana
Gold II,0,0,0.0,0,0,0,0,0,0,0,0,Zyra,Sejuani,Nautilus
Gold III,2,0,59.6,13,10,12,22.2k,0,16,292,27.9k,Nasus,Shyvana,Renekton
Unranked,0,0,0.0,0,0,0,0,0,0,0,0,Ekko,Jhin,Garen
Gold IV,0,0,0.0,0,0,0,0,0,0,0,0,Darius,Nasus,Shyvana
Gold II,22,0,10.1,131,139,147,223.0k,0,258,3.0k,374.7k,Ryze,Riven,Kled
Gold II,138,3,2.8,1.1k,652,998,1.6m,0,633,20.7k,2.2m,Akali,Kayn,Thresh
Gold II,39,1,18.6,143,196,352,368.0k,0,328,4.6k,544.4k,Draven,Annie,Ezreal
Gold IV,79,2,1.7,663,479,673,947.5k,0,735,11.0k,1.8m,Orianna,Jinx,Zed
Gold I,6,0,2.9,27,13,32,64.6k,0,81,1.1k,119.0k,Ahri,Lux,Kassadin
Gold I,108,2,2.3,685,572,804,1.4m,1,950,21.9k,2.2m,Sivir,Ezreal,Jinx
Gold IV,92,3,1.8,445,696,657,969.7k,0,1.0k,12.7k,1.3m,Kindred,Fizz,"KhaZix"
Unranked,0,0,0.0,0,0,0,0,0,0,0,0,Lissandra,Miss Fortune,Shaco
Gold IV,52,0,1.1,118,366,604,463.3k,0,1.1k,3.1k,463.3k,Alistar,Morgana,Ekko
Unranked,0,0,0.0,0,0,0,0,0,0,0,0,Ashe,Ahri,Annie
Gold I,0,0,0.0,0,0,0,0,0,0,0,0,Thresh,Poppy,Annie
Gold III,0,0,0.0,0,0,0,0,0,0,0,0,Jax,Orianna,Leona
Gold III,0,0,0.0,0,0,0,0,0,0,0,0,Jinx,Ezreal,Vayne
Gold II,2,0,40.9,6,10,7,15.1k,0,13,243,26.5k,Gangplank,Rengar,Wukong
Gold III,0,0,0.0,0,0,0,0,0,0,0,0,Rengar,Nocturne,Vi
Unranked,1,0,20.2,1,3,7,7.4k,0,7,162,12.2k,Zed,Viktor,Ahri
